,Country,Track Name,Artist Name,Album Name,Popularity,Date,Markets,Danceability,Acousticness,duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,TSignature,Positiveness
0,Global,Standing Next to You,Jung Kook,GOLDEN,91,11/3/2023,AR,0.711,0.0447,206020,0.809,0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
1,Global,greedy,Tate McRae,greedy,100,9/15/2023,AR,0.75,0.256,131872,0.733,0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
2,Global,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,82,11/3/2023,AR,0.79,0.312,183551,0.831,0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
3,Global,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,10/26/2023,AR,0.596,0.0504,229478,0.658,0,0,0.127,-7.346,1,0.036,100.012,4,0.176
4,Global,PERRO NEGRO,Bad Bunny,nadie sabe lo que va a pasar mañana,97,10/13/2023,AR,0.911,0.0887,162768,0.778,2.16e-05,5,0.179,-2.248,1,0.262,96.057,4,0.345
5,Global,Paint The Town Red,Doja Cat,Scarlet,89,9/20/2023,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
6,Global,Cruel Summer,Taylor Swift,Lover,99,8/23/2019,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
7,Global,MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,98,10/13/2023,AR,0.787,0.15,267194,0.621,0.000402,4,0.58,-5.009,0,0.068,139.056,4,0.13
8,Global,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,9/15/2023,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
9,Global,Strangers,Kenya Grace,Strangers,98,9/1/2023,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
10,Global,Water,Tyla,Water,95,7/28/2023,AR,0.673,0.0856,200256,0.722,0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
11,Global,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),91,10/26/2023,AR,0.793,0.186,146437,0.512,3.81e-05,0,0.0889,-9.319,1,0.0338,109.994,4,0.0662
12,Global,HARLEY QUINN,Fuerza Regida,Pa las Baby's Y Belikeada,90,10/20/2023,AR,0.815,0.0277,143327,0.741,0.0183,1,0.219,-6.04,1,0.0569,125.031,4,0.591
13,Global,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,89,10/2/2023,AR,0.853,0.0322,201812,0.824,0,1,0.0859,-3.287,1,0.103,108.044,4,0.888
14,Global,QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),94,8/10/2023,AR,0.841,0.52,172798,0.738,0,7,0.0892,-7.455,0,0.307,169.918,4,0.484
15,Global,Agora Hills,Doja Cat,Scarlet,82,9/20/2023,AR,0.755,0.183,265360,0.687,0.000177,8,0.125,-6.247,0,0.101,123.01,4,0.381
16,Global,Que Onda,Calle 24,Que Onda,94,8/30/2023,AR,0.808,0.183,191467,0.944,1.11e-06,10,0.138,-4.863,0,0.0408,124.934,3,0.937
17,Global,I Wanna Be Yours,Arctic Monkeys,AM,95,9/9/2013,AR,0.464,0.136,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
18,Global,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1989 (Taylor's Version),91,10/26/2023,AR,0.629,0.345,180381,0.413,7.62e-05,7,0.0603,-13.178,1,0.055,77.983,4,0.306
19,Global,LALA,Myke Towers,LA VIDA ES UNA,97,3/23/2023,AR,0.708,0.0739,197920,0.737,0.00162,1,0.0955,-4.045,1,0.0436,91.986,4,0.607
20,Global,Lollipop,Darell,EVERYBODY GO TO THE DISCOTEK,95,7/28/2023,AR,0.822,0.179,199947,0.711,1.46e-05,6,0.083,-4.943,1,0.0668,102.984,4,0.934
21,Global,Daylight,David Kushner,Daylight,95,4/14/2023,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
22,Global,vampire,Olivia Rodrigo,GUTS,95,9/8/2023,AR,0.511,0.177,219724,0.532,0,5,0.291,-5.745,1,0.0578,138.005,4,0.35
23,Global,As It Was,Harry Styles,Harry's House,95,5/20/2022,AR,0.52,0.342,167303,0.731,0.00101,6,0.311,-5.338,0,0.0557,173.93,4,0.662
24,Global,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),90,10/26/2023,AR,0.626,0.0656,279833,0.547,1.67e-05,4,0.149,-8.285,1,0.0342,109.946,4,0.192
25,Global,Starboy,The Weeknd,Starboy,94,11/25/2016,AR,0.679,0.141,230453,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486
26,Global,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",95,7/13/2023,AR,0.444,0.959,222370,0.0911,1.05e-06,0,0.098,-17.665,1,0.0307,78.403,4,0.142
27,Global,IDGAF (feat. Yeat),Drake,For All The Dogs,94,10/6/2023,AR,0.663,0.0464,260111,0.67,8.92e-05,8,0.205,-8.399,1,0.271,136.952,4,0.138
28,Global,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),94,5/25/2023,AR,0.671,0.0207,176579,0.845,0,11,0.329,-4.93,0,0.048,110.056,4,0.775
29,Global,Kill Bill,SZA,SOS,92,12/8/2022,AR,0.644,0.0521,153947,0.735,0.144,8,0.161,-5.747,1,0.0391,88.98,4,0.418
30,Global,LADY GAGA,Peso Pluma,GÉNESIS,95,6/29/2023,AR,0.646,0.216,212878,0.736,0,5,0.415,-7.118,0,0.0449,140.098,3,0.873
31,Global,Another Love,Tom Odell,Long Way Down (Deluxe),92,6/24/2013,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
32,Global,fukumean,Gunna,a Gift & a Curse,95,6/16/2023,AR,0.847,0.119,125040,0.622,0,1,0.285,-6.747,0,0.0903,130.001,4,0.22
33,Global,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Zach Bryan,93,8/25/2023,AR,0.429,0.554,227196,0.453,2e-06,0,0.102,-7.746,1,0.0459,77.639,4,0.155
34,Global,The Night We Met,Lord Huron,Strange Trails,83,4/7/2015,CA,0.545,0.969,208212,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,0.1
35,Global,Columbia,Quevedo,Columbia,95,7/7/2023,AR,0.668,0.369,186000,0.712,2.13e-05,5,0.108,-5.927,1,0.0381,100.02,4,0.264
36,Global,Yes or No,Jung Kook,GOLDEN,84,11/3/2023,AR,0.671,0.179,147557,0.839,0,1,0.0748,-2.645,1,0.0866,83.845,4,0.882
37,Global,Stick Season,Noah Kahan,Stick Season,89,10/14/2022,AR,0.662,0.782,182347,0.488,0,9,0.102,-6.894,1,0.0682,117.913,4,0.817
38,Global,LOU LOU,Gabito Ballesteros,LOU LOU,89,10/19/2023,AR,0.739,0.0622,188000,0.579,0,7,0.454,-8.361,0,0.0509,130.002,3,0.694
39,Global,Sweater Weather,The Neighbourhood,I Love You.,93,4/19/2013,AR,0.612,0.0495,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398
40,Global,Die For You,The Weeknd,Starboy,91,11/24/2016,AR,0.586,0.111,260253,0.525,0,1,0.134,-7.163,0,0.0615,133.629,4,0.508
41,Global,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),90,10/26/2023,AR,0.575,0.000418,231000,0.824,0.0214,2,0.0901,-4.823,1,0.038,94.971,4,0.292
42,Global,Now And Then,The Beatles,Now And Then,84,11/2/2023,AR,0.442,0.238,248333,0.605,6.44e-05,4,0.307,-4.639,0,0.0284,87.194,4,0.358
43,Global,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),90,6/23/2023,AR,0.522,0.0545,244685,0.641,0,8,0.162,-6.287,1,0.0318,87.51,4,0.202
44,Global,EL AMOR DE SU VIDA,Grupo Frontera,El Comienzo,90,8/25/2023,AR,0.616,0.06,165848,0.834,0,9,0.338,-3.069,1,0.0664,151.701,4,0.746
45,Global,Hate You,Jung Kook,GOLDEN,84,11/3/2023,AR,0.419,0.862,154237,0.274,0,2,0.092,-9.321,1,0.0314,79.595,4,0.25
46,Global,FINA,Bad Bunny,nadie sabe lo que va a pasar mañana,93,10/13/2023,AR,0.847,0.0869,216328,0.724,1.11e-06,1,0.118,-5.41,1,0.298,94.601,4,0.396
47,DEU,Vois sur ton chemin - Techno Mix,BENNETT,Vois sur ton chemin (Techno Mix),91,8/4/2023,AR,0.634,0.0908,178156,0.824,0.0711,2,0.119,-3.394,0,0.047,137.959,4,0.371
48,DEU,Blonde Chaya - Sped up,Amaru,Blonde Chaya (Sped up),80,9/8/2023,AR,0.717,0.297,181053,0.804,0.000104,7,0.11,-6.763,1,0.144,170.926,4,0.832
49,DEU,2 Germans (feat. Gzuz),Luciano,2 Germans (feat. Gzuz),77,10/26/2023,AR,0.776,0.0283,149444,0.714,0,1,0.227,-5.705,1,0.335,161.015,4,0.433
50,DEU,greedy,Tate McRae,greedy,100,9/15/2023,AR,0.75,0.256,131872,0.733,0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
51,DEU,Strangers,Kenya Grace,Strangers,98,9/1/2023,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
52,DEU,14 PASSENGER,reezy,NUR DAMIT DU WEISST,79,10/20/2023,AR,0.815,0.0987,146040,0.666,0.00353,3,0.102,-7.087,0,0.109,119.964,4,0.533
53,DEU,Ms. Jackson,Pashanim,Ms. Jackson,82,8/24/2023,AR,0.774,0.163,147587,0.7,3.24e-05,1,0.169,-7.334,1,0.266,81.99,4,0.624
54,DEU,9 bis 9,SIRA,9 bis 9,82,5/5/2023,AR,0.767,0.364,131524,0.539,0.0397,4,0.0772,-8.518,0,0.0629,128.055,4,0.368
55,DEU,Paint The Town Red,Doja Cat,Scarlet,89,9/20/2023,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
56,DEU,2003,Liaze,2003,76,10/20/2023,AR,0.748,0.736,136280,0.551,0.000163,1,0.096,-7.389,1,0.0458,107.933,4,0.626
57,DEU,Komet,Udo Lindenberg,Komet,80,1/19/2023,AR,0.55,0.285,167357,0.5,0,7,0.116,-5.779,0,0.045,115.016,4,0.351
58,DEU,Feuer Wasser Sturm,Niclov,Feuer Wasser Sturm,79,8/25/2023,AR,0.822,0.443,136552,0.74,0.000893,5,0.0769,-9.163,1,0.0739,145.066,4,0.454
59,DEU,WE THE HOTTEST IN HERE,reezy,WE THE HOTTEST IN HERE,71,10/27/2023,AR,0.819,0.111,118000,0.521,0,10,0.129,-7.045,0,0.113,121,4,0.599
60,DEU,ANGST>LIEBE,Ellice,ANGST>LIEBE,75,10/13/2023,AR,0.735,0.459,179385,0.46,0.000704,7,0.108,-11.697,0,0.228,119.949,4,0.294
61,DEU,Wenn du lächelst,Milano,Wenn du lächelst,73,10/23/2023,AR,0.693,0.348,123887,0.535,0,5,0.222,-7.875,1,0.0579,98.092,4,0.442
62,DEU,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,10/26/2023,AR,0.596,0.0504,229478,0.658,0,0,0.127,-7.346,1,0.036,100.012,4,0.176
63,DEU,Take it,Jazeek,Take it,77,9/22/2023,AR,0.739,0.0262,172105,0.668,0.251,1,0.248,-7.237,0,0.0471,114.045,4,0.579
64,DEU,Water,Tyla,Water,95,7/28/2023,AR,0.673,0.0856,200256,0.722,0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
65,DEU,Meine 1,1986zig,Meine 1,74,10/13/2023,AR,0.629,0.0429,184827,0.858,0.000199,10,0.161,-6.79,0,0.0509,149.654,4,0.693
66,DEU,S u m m e r t i m e,danicpeepner,S u m m e r t i m e,55,6/8/2015,AR,0.706,0.299,195500,0.505,0.00578,1,0.101,-8.242,1,0.0505,132.58,4,0.227
67,DEU,Lass mich gehen,AYLIVA,Schwarzes Herz,78,8/25/2023,AR,0.38,0.114,157160,0.545,0.000108,5,0.12,-6.381,0,0.0451,178.182,4,0.302
68,DEU,Cold Princess,Luciano,Cold Princess,76,10/12/2023,AR,0.87,0.00852,153600,0.626,0.00128,6,0.0934,-8.621,0,0.394,125.024,4,0.812
69,DEU,Not Fair,Niklas Dee,Not Fair,59,6/30/2023,US,0.733,0.0294,163034,0.976,7.12e-05,5,0.25,-5.305,1,0.045,144.989,4,0.523
70,DEU,Ich will nur dass du weißt - IIVEN Remix,SDP,Ich will nur dass du weißt (IIVEN Remix),77,7/27/2023,AR,0.549,0.0355,156387,0.869,0.000223,6,0.105,-6.658,1,0.323,155.116,4,0.511
71,DEU,Cruel Summer,Taylor Swift,Lover,99,8/23/2019,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
72,DEU,Daylight,David Kushner,Daylight,95,4/14/2023,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
73,DEU,Cynical,twocolors,Cynical,82,6/30/2023,AR,0.69,0.0268,191365,0.84,3.06e-05,11,0.363,-6.947,1,0.0573,129.935,4,0.493
74,DEU,Push Up - Main Edit,Creeds,Push Up (Main Edit),85,3/31/2023,AR,0.767,0.209,139300,0.83,0.836,7,0.0582,-8.78,1,0.206,75.023,4,0.187
75,DEU,"Dance For Me (1, 2, 3) - Stutter Techno",Sonny Wern,"Dance For Me (1, 2, 3) [Stutter Techno]",67,10/6/2023,AD,0.706,0.0505,147895,0.975,0.247,10,0.109,-5.58,0,0.0651,154.993,4,0.319
76,DEU,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),90,10/26/2023,AR,0.626,0.0656,279833,0.547,1.67e-05,4,0.149,-8.285,1,0.0342,109.946,4,0.192
77,DEU,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),91,10/26/2023,AR,0.793,0.186,146437,0.512,3.81e-05,0,0.0889,-9.319,1,0.0338,109.994,4,0.0662
78,DEU,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1989 (Taylor's Version),91,10/26/2023,AR,0.629,0.345,180381,0.413,7.62e-05,7,0.0603,-13.178,1,0.055,77.983,4,0.306
79,DEU,Weiche Kissen,Kontra K,Weiche Kissen,43,10/19/2023,AR,0.751,0.12,180173,0.641,0,1,0.141,-7.019,1,0.312,139.92,4,0.563
80,DEU,KETAMIN,YAKARY,KETAMIN,75,6/16/2023,AR,0.601,0.0796,172246,0.769,0,5,0.136,-5.504,0,0.394,86.891,4,0.527
81,DEU,MAXIMUM RIZZ,Ski Aggu,denk mal drüber nach...,72,10/12/2023,AR,0.726,0.016,147960,0.856,0.0144,8,0.253,-6.196,1,0.158,75.016,4,0.951
82,DEU,In deinen Armen,AYLIVA,Schwarzes Herz,75,8/25/2023,AR,0.651,0.135,141318,0.591,0,9,0.233,-5.972,0,0.0389,125.036,4,0.159
83,DEU,Another Love,Tom Odell,Long Way Down (Deluxe),92,6/24/2013,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
84,SAU,Standing Next to You,Jung Kook,GOLDEN,91,11/3/2023,AR,0.711,0.0447,206020,0.809,0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
85,SAU,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,82,11/3/2023,AR,0.79,0.312,183551,0.831,0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
86,SAU,This Is The Life,Amy Macdonald,This Is The Life (eDeluxe),81,1/1/2007,AR,0.628,0.259,184413,0.882,0,1,0.065,-5.024,0,0.0323,95.083,4,0.853
87,SAU,Bleeding,TalkinToys,Bleeding,63,7/1/2022,AR,0.608,0.771,202007,0.443,0.00127,9,0.112,-11.987,1,0.0381,125.847,4,0.211
88,SAU,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,9/15/2023,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
89,SAU,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,89,10/2/2023,AR,0.853,0.0322,201812,0.824,0,1,0.0859,-3.287,1,0.103,108.044,4,0.888
90,SAU,greedy,Tate McRae,greedy,100,9/15/2023,AR,0.75,0.256,131872,0.733,0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
91,SAU,Set Fire to the Rain,Adele,21,83,1/24/2011,AR,0.603,0.00408,242974,0.67,1.68e-06,2,0.112,-3.882,0,0.0249,107.993,4,0.446
92,SAU,This Is The Life - Sped Up Version,Amy Macdonald,This Is The Life (Sped Up Version),68,4/28/2023,AR,0.634,0.22,169108,0.955,0,10,0.117,-4.029,1,0.0771,103.613,4,0.716
93,SAU,Yes or No,Jung Kook,GOLDEN,84,11/3/2023,AR,0.671,0.179,147557,0.839,0,1,0.0748,-2.645,1,0.0866,83.845,4,0.882
94,SAU,Strangers,Kenya Grace,Strangers,98,9/1/2023,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
95,SAU,Paint The Town Red,Doja Cat,Scarlet,89,9/20/2023,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
96,SAU,Hate You,Jung Kook,GOLDEN,84,11/3/2023,AR,0.419,0.862,154237,0.274,0,2,0.092,-9.321,1,0.0314,79.595,4,0.25
97,SAU,Love Me Again,V,Layover,90,8/11/2023,AR,0.633,0.183,182293,0.607,1.38e-06,0,0.167,-6.182,0,0.0532,74.029,4,0.363
98,SAU,Closer to You (feat. Major Lazer),Jung Kook,GOLDEN,83,11/3/2023,AR,0.781,0.114,170995,0.655,0.00249,2,0.103,-7.073,0,0.0457,113.031,4,0.493
99,SAU,Please Don't Change (feat. DJ Snake),Jung Kook,GOLDEN,84,11/3/2023,AR,0.797,0.164,146685,0.743,1.2e-06,11,0.164,-6.005,1,0.174,114.878,4,0.768
100,SAU,I Wanna Be Yours,Arctic Monkeys,AM,95,9/9/2013,AR,0.464,0.136,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
101,SAU,Shot Glass of Tears,Jung Kook,GOLDEN,83,11/3/2023,AR,0.507,0.508,167247,0.394,0,6,0.0825,-7.188,0,0.035,77.955,4,0.164
102,SAU,Daylight,David Kushner,Daylight,95,4/14/2023,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
103,SAU,Slow Dancing,V,Layover,96,9/8/2023,AR,0.579,0.257,187027,0.63,0.00462,8,0.0986,-7.758,1,0.058,155.96,4,0.552
104,SAU,Agora Hills,Doja Cat,Scarlet,82,9/20/2023,AR,0.755,0.183,265360,0.687,0.000177,8,0.125,-6.247,0,0.101,123.01,4,0.381
105,SAU,Somebody,Jung Kook,GOLDEN,83,11/3/2023,AR,0.65,0.286,168600,0.679,0,1,0.136,-5.557,0,0.0477,106.059,4,0.256
106,SAU,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,90,6/9/2017,AR,0.37,0.0205,290617,0.467,0.572,5,0.109,-9.013,1,0.0273,94.485,4,0.182
107,SAU,ecstacy (slowed),SUICIDAL-IDOL,ecstacy (slowed),90,6/6/2023,AR,0.551,0.0173,119120,0.677,0,2,0.381,-7.311,1,0.0665,106.414,4,0.195
108,SAU,Too Sad to Dance,Jung Kook,GOLDEN,83,11/3/2023,AR,0.558,0.611,175912,0.467,0,10,0.105,-6.292,1,0.0809,100.518,4,0.563
109,SAU,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,10/26/2023,AR,0.596,0.0504,229478,0.658,0,0,0.127,-7.346,1,0.036,100.012,4,0.176
110,SAU,Summertime Sadness,Lana Del Rey,Born To Die – Paradise Edition (Special Version),78,1/1/2012,AR,0.566,0.0477,264773,0.647,0,1,0.121,-6.815,0,0.0335,111.96,4,0.22
111,SAU,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),90,6/23/2023,AR,0.522,0.0545,244685,0.641,0,8,0.162,-6.287,1,0.0318,87.51,4,0.202
112,SAU,Diamonds,Rihanna,Unapologetic (Edited Version),78,1/1/2012,CA,0.564,0.00125,225147,0.71,0,11,0.109,-4.92,0,0.0461,91.972,4,0.393
113,SAU,Perfect Night,LE SSERAFIM,Perfect Night,86,10/27/2023,AR,0.697,0.1,159080,0.82,0,5,0.0631,-4.502,1,0.0308,136.054,4,0.502
114,SAU,Cruel Summer,Taylor Swift,Lover,99,8/23/2019,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
115,SAU,Like Crazy,Jimin,FACE,94,3/24/2023,AR,0.629,0.0025,212241,0.733,0,7,0.357,-5.445,1,0.0419,120.001,4,0.362
116,SAU,Starboy,The Weeknd,Starboy,94,11/25/2016,AR,0.679,0.141,230453,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486
117,SAU,MONTAGEM - PR FUNK,S3BZS,MONTAGEM - PR FUNK,88,5/1/2023,AR,0.877,0.734,61673,0.803,0.056,9,0.087,-3.195,1,0.0507,130.028,4,0.795
118,SAU,"Freed From Desire - prod. Molella, Phil Jay",Gala,Come Into My Life (The Album),81,11/17/1997,AR,0.704,0.587,213394,0.861,0.0615,2,0.0992,-4.221,0,0.0493,128.99,4,0.636
119,SAU,Another Love,Tom Odell,Long Way Down (Deluxe),92,6/24/2013,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
120,SAU,Cry,Cigarettes After Sex,Cry,85,10/25/2019,AR,0.406,0.756,256800,0.399,0.678,7,0.112,-10.449,1,0.0278,142.83,4,0.163
121,SAU,Sweater Weather,The Neighbourhood,I Love You.,93,4/19/2013,AR,0.612,0.0495,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398
122,SAU,fukumean,Gunna,a Gift & a Curse,95,6/16/2023,AR,0.847,0.119,125040,0.622,0,1,0.285,-6.747,0,0.0903,130.001,4,0.22
123,SAU,Automotivo Bibi Fogosa,Bibi Babydoll,Automotivo Bibi Fogosa,89,5/19/2023,AR,0.726,0.2,129778,0.873,1.71e-06,9,0.0953,-3.122,1,0.0266,135.052,4,0.725
124,SAU,Kill Bill,SZA,SOS,92,12/8/2022,AR,0.644,0.0521,153947,0.735,0.144,8,0.161,-5.747,1,0.0391,88.98,4,0.418
125,SAU,Not Allowed,TV Girl,Who Really Cares,87,2/25/2016,AR,0.67,0.669,167864,0.905,0.000227,1,0.349,-6.855,1,0.129,104.965,4,0.563
126,SAU,LOVELY BASTARDS,ZWE1HVNDXR,LOVELY BASTARDS,88,8/25/2023,AR,0.613,0.832,116104,0.81,0.899,1,0.137,-6.16,1,0.488,150.251,4,0.686
127,SAU,The Color Violet,Tory Lanez,Alone At Prom,89,12/10/2021,AR,0.645,0.157,226467,0.534,0,6,0.0863,-10.8,0,0.0479,105.02,4,0.463
128,SAU,Last Christmas - Single Version,Wham!,The Singles: Echoes from the Edge of Heaven,70,7/7/2023,AR,0.733,0.212,265960,0.598,3.71e-06,2,0.156,-8.228,1,0.0278,107.732,4,0.935
129,SAU,METAMORPHOSIS,INTERWORLD,METAMORPHOSIS,88,11/25/2021,AR,0.593,0.426,142839,0.641,0.901,7,0.122,-12.727,0,0.0992,175.014,4,0.147
130,SAU,we fell in love in october,girl in red,we fell in love in october / October Passed Me By,91,11/21/2018,AR,0.566,0.113,184154,0.366,0.181,7,0.155,-12.808,1,0.028,129.96,4,0.237
131,ARG,La_Original.mp3,Emilia,.mp3,71,11/3/2023,AR,0.833,0.0836,140625,0.809,0,5,0.112,-2.751,0,0.0381,128.055,4,0.905
132,ARG,La Morocha,Luck Ra,La Morocha,85,7/7/2023,AR,0.753,0.0966,134144,0.77,0,7,0.279,-5.751,1,0.0341,149.144,4,0.971
133,ARG,Lollipop,Darell,EVERYBODY GO TO THE DISCOTEK,95,7/28/2023,AR,0.822,0.179,199947,0.711,1.46e-05,6,0.083,-4.943,1,0.0668,102.984,4,0.934
134,ARG,Una Foto,Mesita,Una Foto,83,8/15/2023,AR,0.811,0.343,122500,0.649,0,6,0.121,-5.089,1,0.111,96.076,4,0.756
135,ARG,Linda - Remix,Marka Akme,Linda (Remix),81,9/27/2023,AR,0.78,0.307,234106,0.63,0,9,0.18,-4.719,1,0.105,87.999,4,0.789
136,ARG,Fruto,Bizarrap,en dormir sin Madrid,91,10/4/2023,AR,0.801,0.494,133969,0.517,1.45e-06,2,0.355,-8.205,0,0.269,160.254,4,0.923
137,ARG,GTA.mp3,Emilia,.mp3,67,11/3/2023,AR,0.882,0.0605,151654,0.783,4.74e-05,7,0.141,-4.023,0,0.0985,127.035,4,0.555
138,ARG,PERRO NEGRO,Bad Bunny,nadie sabe lo que va a pasar mañana,97,10/13/2023,AR,0.911,0.0887,162768,0.778,2.16e-05,5,0.179,-2.248,1,0.262,96.057,4,0.345
139,ARG,Ni Una Ni Dos,BM,Ni Una Ni Dos,84,6/28/2023,AR,0.781,0.513,161591,0.601,0,7,0.268,-5.817,1,0.0459,88.06,4,0.853
140,ARG,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap,"Milo J: Bzrp Music Sessions, Vol. 57",88,10/3/2023,AR,0.795,0.527,192288,0.553,2.84e-06,4,0.112,-8.496,0,0.244,124.109,4,0.739
141,ARG,ANDO,Jere Klein,ANDO,87,9/27/2023,AR,0.844,0.00362,172768,0.598,0.00214,8,0.0869,-7.95,0,0.0616,98.022,4,0.393
142,ARG,Bad Boy,Sayian Jimmy,Bad Boy,78,7/7/2023,AR,0.693,0.0665,161933,0.592,0,1,0.398,-7.895,1,0.384,177.973,4,0.688
143,ARG,FLECHAZO EN EL CENTRO,YSY A,TU DUO FAVORITO,82,9/6/2023,AR,0.767,0.0927,186857,0.607,0,5,0.112,-6.875,0,0.0516,104.98,4,0.38
144,ARG,Un Finde | CROSSOVER #2,Big One,Un Finde | CROSSOVER #2,87,4/4/2023,AR,0.499,0.109,163788,0.519,0,11,0.276,-8.199,1,0.0595,192.147,4,0.848
145,ARG,OJITOS ROJOS,Grupo Frontera,El Comienzo,81,8/25/2023,AR,0.721,0.251,221601,0.782,0,11,0.107,-3.51,1,0.045,90.001,4,0.77
146,ARG,Mentiras | CROSSOVER #3,Big One,Mentiras | CROSSOVER #3,82,7/25/2023,AR,0.736,0.00705,167600,0.512,0,11,0.197,-10.957,1,0.0771,149.987,4,0.802
147,ARG,MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,98,10/13/2023,AR,0.787,0.15,267194,0.621,0.000402,4,0.58,-5.009,0,0.068,139.056,4,0.13
148,ARG,QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),94,8/10/2023,AR,0.841,0.52,172798,0.738,0,7,0.0892,-7.455,0,0.307,169.918,4,0.484
149,ARG,El Amor De Mi Vida,Los Ángeles Azules,El Amor De Mi Vida,59,8/18/2023,US,0.618,0.163,184587,0.793,0,11,0.0822,-4.013,0,0.0493,88.01,4,0.688
